Problem,Provider,OperationKind,Operation,Disposition,Status,gemm_kind,m,n,k,A,B,C,D,alpha,beta,split_k_mode,split_k_slices,batch_count,raster_order,runtime_input_datatype_a,runtime_input_datatype_b,use_pdl,enable_sm90_mixed_dtype_shuffle_test,swizzle_size,op_class,accum,cta_m,cta_n,cta_k,cluster_m,cluster_n,cluster_k,cluster_m_fallback,cluster_n_fallback,cluster_k_fallback,stages,warps_m,warps_n,warps_k,inst_m,inst_n,inst_k,min_cc,max_cc,Bytes,Flops,Flops/Byte,Runtime,GB/s,GFLOPs
1,CUTLASS,gemm,cutlass_simt_cgemm_128x64_8x2_tt_align1,passed,success,universal,8192,8192,8192,cf32:row,cf32:row,cf32:column,cf32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,cf32,128,64,8,1,1,1,0,0,0,2,2,2,1,1,1,1,50,1024,2147483648,4398583382016,2048,56.5305,35.3791,77809
1,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_nn_align1,passed,success,universal,8192,8192,8192,f16:column,f16:column,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,0,0,0,2,4,2,1,1,1,1,50,1024,536870912,1099645845504,2048,11.5027,43.4681,95599
1,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_nt_align1,passed,success,universal,8192,8192,8192,f16:column,f16:row,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,0,0,0,2,4,2,1,1,1,1,50,1024,536870912,1099645845504,2048,11.4207,43.7803,96285.6
1,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_tn_align1,passed,success,universal,8192,8192,8192,f16:row,f16:column,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,0,0,0,2,4,2,1,1,1,1,50,1024,536870912,1099645845504,2048,11.5822,43.1699,94943.1
1,CUTLASS,gemm,cutlass_simt_hgemm_256x128_8x2_tt_align1,passed,success,universal,8192,8192,8192,f16:row,f16:row,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,f16,256,128,8,1,1,1,0,0,0,2,4,2,1,1,1,1,50,1024,536870912,1099645845504,2048,11.4848,43.5359,95748.1
1,CUTLASS,gemm,cutlass_simt_igemm_s8_128x128_32x2_nn_align1,passed,success,universal,8192,8192,8192,s8:column,s8:column,s32:column,s32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,s32,128,128,32,1,1,1,0,0,0,2,4,2,1,1,1,4,50,1024,671088640,1099645845504,1638,5.39095,115.935,203980
1,CUTLASS,gemm,cutlass_simt_igemm_s8_128x128_32x2_nt_align1,passed,success,universal,8192,8192,8192,s8:column,s8:row,s32:column,s32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,s32,128,128,32,1,1,1,0,0,0,2,4,2,1,1,1,4,50,1024,671088640,1099645845504,1638,5.34385,116.957,205778
1,CUTLASS,gemm,cutlass_simt_igemm_s8_128x128_32x2_tn_align1,passed,success,universal,8192,8192,8192,s8:row,s8:column,s32:column,s32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,s32,128,128,32,1,1,1,0,0,0,2,4,2,1,1,1,4,50,1024,671088640,1099645845504,1638,5.70983,109.46,192588
1,CUTLASS,gemm,cutlass_simt_igemm_s8_128x128_32x2_tt_align1,passed,success,universal,8192,8192,8192,s8:row,s8:row,s32:column,s32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,s32,128,128,32,1,1,1,0,0,0,2,4,2,1,1,1,4,50,1024,671088640,1099645845504,1638,5.32726,117.321,206419
1,CUTLASS,gemm,cutlass_simt_s8_igemm_s8_128x128_32x2_nn_align1,passed,success,universal,8192,8192,8192,s8:column,s8:column,s8:column,s8:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,s32,128,128,32,1,1,1,0,0,0,2,4,2,1,1,1,4,50,1024,268435456,1099645845504,4096,5.37314,46.5277,204656
1,CUTLASS,gemm,cutlass_simt_s8_igemm_s8_128x128_32x2_nt_align1,passed,success,universal,8192,8192,8192,s8:column,s8:row,s8:column,s8:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,s32,128,128,32,1,1,1,0,0,0,2,4,2,1,1,1,4,50,1024,268435456,1099645845504,4096,5.30627,47.1141,207235
1,CUTLASS,gemm,cutlass_simt_s8_igemm_s8_128x128_32x2_tn_align1,passed,success,universal,8192,8192,8192,s8:row,s8:column,s8:column,s8:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,s32,128,128,32,1,1,1,0,0,0,2,4,2,1,1,1,4,50,1024,268435456,1099645845504,4096,5.43018,46.039,202506
1,CUTLASS,gemm,cutlass_simt_s8_igemm_s8_128x128_32x2_tt_align1,passed,success,universal,8192,8192,8192,s8:row,s8:row,s8:column,s8:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,s32,128,128,32,1,1,1,0,0,0,2,4,2,1,1,1,4,50,1024,268435456,1099645845504,4096,5.30012,47.1687,207475
1,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_256x128_32x2_nn_align8,passed,success,universal,8192,8192,8192,f16:column,f16:column,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,805306368,1099645845504,1365,9.54481,78.5768,115209
1,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_256x128_32x2_nt_align8,passed,success,universal,8192,8192,8192,f16:column,f16:row,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,805306368,1099645845504,1365,9.55003,78.5338,115146
1,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_256x128_32x2_tn_align8,passed,success,universal,8192,8192,8192,f16:row,f16:column,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,805306368,1099645845504,1365,9.55003,78.5338,115146
1,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_256x128_32x2_tt_align8,passed,success,universal,8192,8192,8192,f16:row,f16:row,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,805306368,1099645845504,1365,9.52709,78.7228,115423
1,CUTLASS,gemm,cutlass_tensorop_f16_s1688gemm_f16_256x128_32x2_nn_align8,passed,success,universal,8192,8192,8192,f16:column,f16:column,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,536870912,1099645845504,2048,9.5191,52.526,115520
1,CUTLASS,gemm,cutlass_tensorop_f16_s1688gemm_f16_256x128_32x2_nt_align8,passed,success,universal,8192,8192,8192,f16:column,f16:row,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,536870912,1099645845504,2048,9.5281,52.4764,115411
1,CUTLASS,gemm,cutlass_tensorop_f16_s1688gemm_f16_256x128_32x2_tn_align8,passed,success,universal,8192,8192,8192,f16:row,f16:column,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,536870912,1099645845504,2048,9.53324,52.4481,115349
1,CUTLASS,gemm,cutlass_tensorop_f16_s1688gemm_f16_256x128_32x2_tt_align8,passed,success,universal,8192,8192,8192,f16:row,f16:row,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,536870912,1099645845504,2048,9.50721,52.5916,115664
1,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_nn_align8,passed,success,universal,8192,8192,8192,f16:column,f16:column,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,536870912,1099645845504,2048,4.88243,102.408,225225
1,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_nt_align8,passed,success,universal,8192,8192,8192,f16:column,f16:row,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,536870912,1099645845504,2048,4.86901,102.69,225846
1,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_tn_align8,passed,success,universal,8192,8192,8192,f16:row,f16:column,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,536870912,1099645845504,2048,4.84782,103.139,226833
1,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_tt_align8,passed,success,universal,8192,8192,8192,f16:row,f16:row,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,536870912,1099645845504,2048,4.84659,103.165,226891
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_256x128_32x3_nn_align8,passed,success,universal,8192,8192,8192,f16:column,f16:column,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,805306368,1099645845504,1365,4.84372,154.84,227025
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_256x128_32x3_nt_align8,passed,success,universal,8192,8192,8192,f16:column,f16:row,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,805306368,1099645845504,1365,4.82744,155.362,227791
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_256x128_32x3_tn_align8,passed,success,universal,8192,8192,8192,f16:row,f16:column,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,805306368,1099645845504,1365,4.84536,154.787,226948
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_256x128_32x3_tt_align8,passed,success,universal,8192,8192,8192,f16:row,f16:row,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,805306368,1099645845504,1365,4.86092,154.292,226222
1,CUTLASS,gemm,cutlass_tensorop_f16_s16816gemm_f16_256x128_32x3_nn_align8,passed,success,universal,8192,8192,8192,f16:column,f16:column,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,536870912,1099645845504,2048,4.81546,103.832,228357
1,CUTLASS,gemm,cutlass_tensorop_f16_s16816gemm_f16_256x128_32x3_nt_align8,passed,success,universal,8192,8192,8192,f16:column,f16:row,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,536870912,1099645845504,2048,4.8127,103.892,228488
1,CUTLASS,gemm,cutlass_tensorop_f16_s16816gemm_f16_256x128_32x3_tn_align8,passed,success,universal,8192,8192,8192,f16:row,f16:column,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,536870912,1099645845504,2048,4.82109,103.711,228090
1,CUTLASS,gemm,cutlass_tensorop_f16_s16816gemm_f16_256x128_32x3_tt_align8,passed,success,universal,8192,8192,8192,f16:row,f16:row,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,536870912,1099645845504,2048,4.83031,103.513,227655
1,CUTLASS,gemm,cutlass_tensorop_h16816gemm_256x128_32x3_nn_align8,passed,success,universal,8192,8192,8192,f16:column,f16:column,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,536870912,1099645845504,2048,2.72824,183.268,403060
1,CUTLASS,gemm,cutlass_tensorop_h16816gemm_256x128_32x3_nt_align8,passed,success,universal,8192,8192,8192,f16:column,f16:row,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,536870912,1099645845504,2048,2.64089,189.33,416392
1,CUTLASS,gemm,cutlass_tensorop_h16816gemm_256x128_32x3_tn_align8,passed,success,universal,8192,8192,8192,f16:row,f16:column,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,536870912,1099645845504,2048,2.73684,182.692,401793
1,CUTLASS,gemm,cutlass_tensorop_h16816gemm_256x128_32x3_tt_align8,passed,success,universal,8192,8192,8192,f16:row,f16:row,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,536870912,1099645845504,2048,2.67428,186.966,411193
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_bf16_256x128_32x3_nn_align8,passed,success,universal,8192,8192,8192,bf16:column,bf16:column,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,805306368,1099645845504,1365,4.84936,154.66,226761
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_bf16_256x128_32x3_nt_align8,passed,success,universal,8192,8192,8192,bf16:column,bf16:row,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,805306368,1099645845504,1365,4.82959,155.293,227689
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_bf16_256x128_32x3_tn_align8,passed,success,universal,8192,8192,8192,bf16:row,bf16:column,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,805306368,1099645845504,1365,4.84639,154.754,226900
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_bf16_256x128_32x3_tt_align8,passed,success,universal,8192,8192,8192,bf16:row,bf16:row,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,805306368,1099645845504,1365,4.86226,154.249,226159
1,CUTLASS,gemm,cutlass_tensorop_bf16_s16816gemm_bf16_256x128_32x3_nn_align8,passed,success,universal,8192,8192,8192,bf16:column,bf16:column,bf16:column,bf16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,536870912,1099645845504,2048,4.82273,103.676,228013
1,CUTLASS,gemm,cutlass_tensorop_bf16_s16816gemm_bf16_256x128_32x3_nt_align8,passed,success,universal,8192,8192,8192,bf16:column,bf16:row,bf16:column,bf16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,536870912,1099645845504,2048,4.81311,103.883,228469
1,CUTLASS,gemm,cutlass_tensorop_bf16_s16816gemm_bf16_256x128_32x3_tn_align8,passed,success,universal,8192,8192,8192,bf16:row,bf16:column,bf16:column,bf16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,536870912,1099645845504,2048,4.82324,103.665,227989
1,CUTLASS,gemm,cutlass_tensorop_bf16_s16816gemm_bf16_256x128_32x3_tt_align8,passed,success,universal,8192,8192,8192,bf16:row,bf16:row,bf16:column,bf16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,536870912,1099645845504,2048,4.83369,103.441,227496
1,CUTLASS,gemm,cutlass_tensorop_s1688gemm_tf32_256x128_16x3_nn_align4,passed,success,universal,8192,8192,8192,tf32:column,tf32:column,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,16,1,1,1,0,0,0,3,4,2,1,16,8,8,80,1024,1073741824,1099645845504,1024,9.55873,104.616,115041
1,CUTLASS,gemm,cutlass_tensorop_s1688gemm_tf32_256x128_16x3_nt_align4,passed,success,universal,8192,8192,8192,tf32:column,tf32:row,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,16,1,1,1,0,0,0,3,4,2,1,16,8,8,80,1024,1073741824,1099645845504,1024,9.53743,104.85,115298
1,CUTLASS,gemm,cutlass_tensorop_s1688gemm_tf32_256x128_16x3_tn_align4,passed,success,universal,8192,8192,8192,tf32:row,tf32:column,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,16,1,1,1,0,0,0,3,4,2,1,16,8,8,80,1024,1073741824,1099645845504,1024,9.57604,104.427,114833
1,CUTLASS,gemm,cutlass_tensorop_s1688gemm_tf32_256x128_16x3_tt_align4,passed,success,universal,8192,8192,8192,tf32:row,tf32:row,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,16,1,1,1,0,0,0,3,4,2,1,16,8,8,80,1024,1073741824,1099645845504,1024,9.54604,104.756,115194
1,CUTLASS,gemm,cutlass_tensorop_tf32_s1688gemm_tf32_256x128_16x3_nn_align4,passed,success,universal,8192,8192,8192,tf32:column,tf32:column,tf32:column,tf32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,16,1,1,1,0,0,0,3,4,2,1,16,8,8,80,1024,1073741824,1099645845504,1024,9.55811,104.623,115048
1,CUTLASS,gemm,cutlass_tensorop_tf32_s1688gemm_tf32_256x128_16x3_nt_align4,passed,success,universal,8192,8192,8192,tf32:column,tf32:row,tf32:column,tf32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,16,1,1,1,0,0,0,3,4,2,1,16,8,8,80,1024,1073741824,1099645845504,1024,9.53917,104.831,115277
1,CUTLASS,gemm,cutlass_tensorop_tf32_s1688gemm_tf32_256x128_16x3_tn_align4,passed,success,universal,8192,8192,8192,tf32:row,tf32:column,tf32:column,tf32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,16,1,1,1,0,0,0,3,4,2,1,16,8,8,80,1024,1073741824,1099645845504,1024,9.57563,104.432,114838
1,CUTLASS,gemm,cutlass_tensorop_tf32_s1688gemm_tf32_256x128_16x3_tt_align4,passed,success,universal,8192,8192,8192,tf32:row,tf32:row,tf32:column,tf32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,16,1,1,1,0,0,0,3,4,2,1,16,8,8,80,1024,1073741824,1099645845504,1024,9.54542,104.762,115201
1,CUTLASS,gemm,cutlass_tensorop_s1688tf32gemm_256x128_16x3_nn_align4,passed,success,universal,8192,8192,8192,f32:column,f32:column,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,16,1,1,1,0,0,0,3,4,2,1,16,8,8,80,1024,1073741824,1099645845504,1024,9.63932,103.742,114079
1,CUTLASS,gemm,cutlass_tensorop_s1688tf32gemm_256x128_16x3_nt_align4,passed,success,universal,8192,8192,8192,f32:column,f32:row,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,16,1,1,1,0,0,0,3,4,2,1,16,8,8,80,1024,1073741824,1099645845504,1024,9.62642,103.881,114232
1,CUTLASS,gemm,cutlass_tensorop_s1688tf32gemm_256x128_16x3_tn_align4,passed,success,universal,8192,8192,8192,f32:row,f32:column,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,16,1,1,1,0,0,0,3,4,2,1,16,8,8,80,1024,1073741824,1099645845504,1024,9.59744,104.194,114577
1,CUTLASS,gemm,cutlass_tensorop_s1688tf32gemm_256x128_16x3_tt_align4,passed,success,universal,8192,8192,8192,f32:row,f32:row,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,16,1,1,1,0,0,0,3,4,2,1,16,8,8,80,1024,1073741824,1099645845504,1024,9.57102,104.482,114893
1,CUTLASS,gemm,cutlass_tensorop_s1688f16gemm_256x128_16x3_nn_align4,passed,success,universal,8192,8192,8192,f32:column,f32:column,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,16,1,1,1,0,0,0,3,4,2,1,16,8,8,75,1024,1073741824,1099645845504,1024,9.56027,104.6,115022
1,CUTLASS,gemm,cutlass_tensorop_s1688f16gemm_256x128_16x3_nt_align4,passed,success,universal,8192,8192,8192,f32:column,f32:row,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,16,1,1,1,0,0,0,3,4,2,1,16,8,8,75,1024,1073741824,1099645845504,1024,9.55157,104.695,115127
1,CUTLASS,gemm,cutlass_tensorop_s1688f16gemm_256x128_16x3_tn_align4,passed,success,universal,8192,8192,8192,f32:row,f32:column,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,16,1,1,1,0,0,0,3,4,2,1,16,8,8,75,1024,1073741824,1099645845504,1024,9.55484,104.659,115088
1,CUTLASS,gemm,cutlass_tensorop_s1688f16gemm_256x128_16x3_tt_align4,passed,success,universal,8192,8192,8192,f32:row,f32:row,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,16,1,1,1,0,0,0,3,4,2,1,16,8,8,75,1024,1073741824,1099645845504,1024,9.5661,104.536,114952
1,CUTLASS,gemm,cutlass_tensorop_s1688bf16gemm_256x128_16x3_nn_align4,passed,success,universal,8192,8192,8192,f32:column,f32:column,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,16,1,1,1,0,0,0,3,4,2,1,16,8,8,80,1024,1073741824,1099645845504,1024,9.58116,104.372,114772
