Problem,Provider,OperationKind,Operation,Disposition,Status,gemm_kind,m,n,k,A,B,C,D,alpha,beta,split_k_mode,split_k_slices,batch_count,raster_order,runtime_input_datatype_a,runtime_input_datatype_b,use_pdl,enable_sm90_mixed_dtype_shuffle_test,swizzle_size,op_class,accum,cta_m,cta_n,cta_k,cluster_m,cluster_n,cluster_k,cluster_m_fallback,cluster_n_fallback,cluster_k_fallback,stages,warps_m,warps_n,warps_k,inst_m,inst_n,inst_k,min_cc,max_cc,Bytes,Flops,Flops/Byte,Runtime,GB/s,GFLOPs
1,CUTLASS,gemm,cutlass_simt_s8_igemm_s8_128x128_32x2_nn_align1,passed,success,universal,8192,8192,8192,s8:column,s8:column,s8:column,s8:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,s32,128,128,32,1,1,1,0,0,0,2,4,2,1,1,1,4,50,1024,268435456,1099645845504,4096,7.27931,34.3439,151065
1,CUTLASS,gemm,cutlass_simt_s8_igemm_s8_128x128_32x2_nt_align1,passed,success,universal,8192,8192,8192,s8:column,s8:row,s8:column,s8:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,s32,128,128,32,1,1,1,0,0,0,2,4,2,1,1,1,4,50,1024,268435456,1099645845504,4096,7.31269,34.1871,150375
1,CUTLASS,gemm,cutlass_simt_s8_igemm_s8_128x128_32x2_tn_align1,passed,success,universal,8192,8192,8192,s8:row,s8:column,s8:column,s8:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,s32,128,128,32,1,1,1,0,0,0,2,4,2,1,1,1,4,50,1024,268435456,1099645845504,4096,7.39174,33.8215,148767
1,CUTLASS,gemm,cutlass_simt_s8_igemm_s8_128x128_32x2_tt_align1,passed,success,universal,8192,8192,8192,s8:row,s8:row,s8:column,s8:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,simt,s32,128,128,32,1,1,1,0,0,0,2,4,2,1,1,1,4,50,1024,268435456,1099645845504,4096,7.31525,34.1752,150322
1,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_256x128_32x2_nn_align8,passed,success,universal,8192,8192,8192,f16:column,f16:column,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,805306368,1099645845504,1365,7.73386,96.9761,142186
1,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_256x128_32x2_nt_align8,passed,success,universal,8192,8192,8192,f16:column,f16:row,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,805306368,1099645845504,1365,7.75086,96.7634,141874
1,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_256x128_32x2_tn_align8,passed,success,universal,8192,8192,8192,f16:row,f16:column,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,805306368,1099645845504,1365,7.45605,100.589,147484
1,CUTLASS,gemm,cutlass_tensorop_s1688gemm_f16_256x128_32x2_tt_align8,passed,success,universal,8192,8192,8192,f16:row,f16:row,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,805306368,1099645845504,1365,7.61996,98.4257,144311
1,CUTLASS,gemm,cutlass_tensorop_f16_s1688gemm_f16_256x128_32x2_nn_align8,passed,success,universal,8192,8192,8192,f16:column,f16:column,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,536870912,1099645845504,2048,7.56541,66.0902,145352
1,CUTLASS,gemm,cutlass_tensorop_f16_s1688gemm_f16_256x128_32x2_nt_align8,passed,success,universal,8192,8192,8192,f16:column,f16:row,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,536870912,1099645845504,2048,7.55548,66.1771,145543
1,CUTLASS,gemm,cutlass_tensorop_f16_s1688gemm_f16_256x128_32x2_tn_align8,passed,success,universal,8192,8192,8192,f16:row,f16:column,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,536870912,1099645845504,2048,7.41439,67.4364,148312
1,CUTLASS,gemm,cutlass_tensorop_f16_s1688gemm_f16_256x128_32x2_tt_align8,passed,success,universal,8192,8192,8192,f16:row,f16:row,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,536870912,1099645845504,2048,7.49804,66.6841,146658
1,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_nn_align8,passed,success,universal,8192,8192,8192,f16:column,f16:column,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,536870912,1099645845504,2048,5.01484,99.7042,219279
1,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_nt_align8,passed,success,universal,8192,8192,8192,f16:column,f16:row,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,536870912,1099645845504,2048,4.43792,112.665,247784
1,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_tn_align8,passed,success,universal,8192,8192,8192,f16:row,f16:column,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,536870912,1099645845504,2048,4.96374,100.731,221536
1,CUTLASS,gemm,cutlass_tensorop_h1688gemm_256x128_32x2_tt_align8,passed,success,universal,8192,8192,8192,f16:row,f16:row,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,0,0,0,2,4,2,1,16,8,8,75,1024,536870912,1099645845504,2048,4.21489,118.627,260896
1,CUTLASS,gemm,cutlass_tensorop_i8816gemm_s8_256x128_64x2_tn_align16,passed,success,universal,8192,8192,8192,s8:row,s8:column,s32:column,s32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,64,1,1,1,0,0,0,2,4,2,1,8,8,16,75,1024,671088640,1099645845504,1638,2.29202,272.685,479772
1,CUTLASS,gemm,cutlass_tensorop_s8_i8816gemm_s8_256x128_64x2_tn_align16,passed,success,universal,8192,8192,8192,s8:row,s8:column,s8:column,s8:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,64,1,1,1,0,0,0,2,4,2,1,8,8,16,75,1024,268435456,1099645845504,4096,2.01402,124.13,545997
1,CUTLASS,gemm,cutlass_tensorop_i8816gemm_u8_256x128_64x2_tn_align16,passed,success,universal,8192,8192,8192,u8:row,u8:column,s32:column,s32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,64,1,1,1,0,0,0,2,4,2,1,8,8,16,75,1024,671088640,1099645845504,1638,2.13811,292.314,514307
1,CUTLASS,gemm,cutlass_tensorop_u8_i8816gemm_u8_256x128_64x2_tn_align16,passed,success,universal,8192,8192,8192,u8:row,u8:column,u8:column,u8:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,64,1,1,1,0,0,0,2,4,2,1,8,8,16,75,1024,268435456,1099645845504,4096,1.77531,140.821,619411
1,CUTLASS,gemm,cutlass_tensorop_s8_i8816gemm_s8_256x128_64x2_n32t32_align16,not_verified,success,universal,8192,8192,8192,s8:nk32,s8:tk32,s8:nk32,s8:nk32,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,64,1,1,1,0,0,0,2,4,2,1,8,8,16,75,1024,268435456,1099645845504,4096,1.93362,129.291,568698
1,CUTLASS,gemm,cutlass_tensorop_u8_i8816gemm_u8_256x128_64x2_n32t32_align16,not_verified,success,universal,8192,8192,8192,u8:nk32,u8:tk32,u8:nk32,u8:nk32,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,64,1,1,1,0,0,0,2,4,2,1,8,8,16,75,1024,268435456,1099645845504,4096,1.70015,147.046,646794
1,CUTLASS,gemm,cutlass_tensorop_i8832gemm_s4_256x128_128x2_tn_align32,passed,success,universal,8192,8192,8192,s4:row,s4:column,s32:column,s32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,128,1,1,1,0,0,0,2,4,2,1,8,8,32,75,1024,603979776,1099645845504,1820,1.33786,420.449,821946
1,CUTLASS,gemm,cutlass_tensorop_s4_i8832gemm_s4_256x128_128x2_tn_align32,passed,success,universal,8192,8192,8192,s4:row,s4:column,s4:column,s4:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,128,1,1,1,0,0,0,2,4,2,1,8,8,32,75,1024,134217728,1099645845504,8193,0.998298,125.213,1.10152e+06
1,CUTLASS,gemm,cutlass_tensorop_i8832gemm_u4_256x128_128x2_tn_align32,passed,success,universal,8192,8192,8192,u4:row,u4:column,s32:column,s32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,128,1,1,1,0,0,0,2,4,2,1,8,8,32,75,1024,603979776,1099645845504,1820,1.25316,448.867,877502
1,CUTLASS,gemm,cutlass_tensorop_u4_i8832gemm_u4_256x128_128x2_tn_align32,passed,success,universal,8192,8192,8192,u4:row,u4:column,u4:column,u4:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,128,1,1,1,0,0,0,2,4,2,1,8,8,32,75,1024,134217728,1099645845504,8193,0.884019,141.4,1.24392e+06
1,CUTLASS,gemm,cutlass_tensorop_s4_i8832gemm_s4_256x128_128x2_n64t64_align32,not_verified,success,universal,8192,8192,8192,s4:nk64,s4:tk64,s4:nk64,s4:nk64,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,128,1,1,1,0,0,0,2,4,2,1,8,8,32,75,1024,134217728,1099645845504,8193,0.957926,130.49,1.14794e+06
1,CUTLASS,gemm,cutlass_tensorop_u4_i8832gemm_u4_256x128_128x2_n64t64_align32,not_verified,success,universal,8192,8192,8192,u4:nk64,u4:tk64,u4:nk64,u4:nk64,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,128,1,1,1,0,0,0,2,4,2,1,8,8,32,75,1024,134217728,1099645845504,8193,0.86231,144.959,1.27523e+06
1,CUTLASS,gemm,cutlass_tensorop_i88128xorgemm_b1_256x128_512x2_tn_align128,not_verified,success,universal,8192,8192,8192,b1:row,b1:column,s32:column,s32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,512,1,1,1,0,0,0,2,4,2,1,8,8,128,75,1024,553648128,1099645845504,1986,0.721101,715.053,1.52495e+06
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_256x128_32x3_nn_align8,passed,success,universal,8192,8192,8192,f16:column,f16:column,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,805306368,1099645845504,1365,6.46739,115.966,170029
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_256x128_32x3_nt_align8,passed,success,universal,8192,8192,8192,f16:column,f16:row,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,805306368,1099645845504,1365,6.41014,117.002,171548
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_256x128_32x3_tn_align8,passed,success,universal,8192,8192,8192,f16:row,f16:column,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,805306368,1099645845504,1365,6.46646,115.983,170054
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_256x128_32x3_tt_align8,passed,success,universal,8192,8192,8192,f16:row,f16:row,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,805306368,1099645845504,1365,6.41249,116.959,171485
1,CUTLASS,gemm,cutlass_tensorop_f16_s16816gemm_f16_256x128_32x3_nn_align8,passed,success,universal,8192,8192,8192,f16:column,f16:column,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,536870912,1099645845504,2048,6.36631,78.5384,172729
1,CUTLASS,gemm,cutlass_tensorop_f16_s16816gemm_f16_256x128_32x3_nt_align8,passed,success,universal,8192,8192,8192,f16:column,f16:row,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,536870912,1099645845504,2048,6.33221,78.9614,173659
1,CUTLASS,gemm,cutlass_tensorop_f16_s16816gemm_f16_256x128_32x3_tn_align8,passed,success,universal,8192,8192,8192,f16:row,f16:column,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,536870912,1099645845504,2048,6.36813,78.5159,172679
1,CUTLASS,gemm,cutlass_tensorop_f16_s16816gemm_f16_256x128_32x3_tt_align8,passed,success,universal,8192,8192,8192,f16:row,f16:row,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,536870912,1099645845504,2048,6.34542,78.797,173298
1,CUTLASS,gemm,cutlass_tensorop_h16816gemm_256x128_32x3_nn_align8,passed,success,universal,8192,8192,8192,f16:column,f16:column,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,536870912,1099645845504,2048,3.83058,130.529,287070
1,CUTLASS,gemm,cutlass_tensorop_h16816gemm_256x128_32x3_nt_align8,passed,success,universal,8192,8192,8192,f16:column,f16:row,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,536870912,1099645845504,2048,3.64452,137.192,301726
1,CUTLASS,gemm,cutlass_tensorop_h16816gemm_256x128_32x3_tn_align8,passed,success,universal,8192,8192,8192,f16:row,f16:column,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,536870912,1099645845504,2048,3.86956,129.213,284178
1,CUTLASS,gemm,cutlass_tensorop_h16816gemm_256x128_32x3_tt_align8,passed,success,universal,8192,8192,8192,f16:row,f16:row,f16:column,f16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,536870912,1099645845504,2048,3.78245,132.189,290723
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_bf16_256x128_32x3_nn_align8,passed,success,universal,8192,8192,8192,bf16:column,bf16:column,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,805306368,1099645845504,1365,6.47066,115.908,169943
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_bf16_256x128_32x3_nt_align8,passed,success,universal,8192,8192,8192,bf16:column,bf16:row,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,805306368,1099645845504,1365,6.41249,116.959,171485
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_bf16_256x128_32x3_tn_align8,passed,success,universal,8192,8192,8192,bf16:row,bf16:column,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,805306368,1099645845504,1365,6.46941,115.93,169976
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_bf16_256x128_32x3_tt_align8,passed,success,universal,8192,8192,8192,bf16:row,bf16:row,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,805306368,1099645845504,1365,6.42867,116.665,171053
1,CUTLASS,gemm,cutlass_tensorop_bf16_s16816gemm_bf16_256x128_32x3_nn_align8,passed,success,universal,8192,8192,8192,bf16:column,bf16:column,bf16:column,bf16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,536870912,1099645845504,2048,6.36723,78.5271,172704
1,CUTLASS,gemm,cutlass_tensorop_bf16_s16816gemm_bf16_256x128_32x3_nt_align8,passed,success,universal,8192,8192,8192,bf16:column,bf16:row,bf16:column,bf16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,536870912,1099645845504,2048,6.34624,78.7868,173275
1,CUTLASS,gemm,cutlass_tensorop_bf16_s16816gemm_bf16_256x128_32x3_tn_align8,passed,success,universal,8192,8192,8192,bf16:row,bf16:column,bf16:column,bf16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,536870912,1099645845504,2048,6.38085,78.3594,172335
1,CUTLASS,gemm,cutlass_tensorop_bf16_s16816gemm_bf16_256x128_32x3_tt_align8,passed,success,universal,8192,8192,8192,bf16:row,bf16:row,bf16:column,bf16:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,32,1,1,1,0,0,0,3,4,2,1,16,8,16,80,1024,536870912,1099645845504,2048,6.35812,78.6395,172951
1,CUTLASS,gemm,cutlass_tensorop_s1688gemm_tf32_256x128_16x3_nn_align4,passed,success,universal,8192,8192,8192,tf32:column,tf32:column,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,16,1,1,1,0,0,0,3,4,2,1,16,8,8,80,1024,1073741824,1099645845504,1024,12.6116,79.2921,87193.3
1,CUTLASS,gemm,cutlass_tensorop_s1688gemm_tf32_256x128_16x3_nt_align4,passed,success,universal,8192,8192,8192,tf32:column,tf32:row,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,16,1,1,1,0,0,0,3,4,2,1,16,8,8,80,1024,1073741824,1099645845504,1024,12.6234,79.2178,87111.5
1,CUTLASS,gemm,cutlass_tensorop_s1688gemm_tf32_256x128_16x3_tn_align4,passed,success,universal,8192,8192,8192,tf32:row,tf32:column,f32:column,f32:column,1,1,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,256,128,16,1,1,1,0,0,0,3,4,2,1,16,8,8,80,1024,1073741824,1099645845504,1024,12.6497,79.0534,86930.8
